\\Hourly Nodal Prices Report,,,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,,,
\\For 2016,,,,,,,,,,,,,,,,
Zones,,Reference,North West,North West,North West,North East,North East,North East,Ottawa,East,Toronto,Essa,Bruce,South West,Niagara,West
Date,Hour,Richview,Atikokan,Pineportage,Thunderbay,Andrews,Canyon,NPIroqfalls,TAOHSC,Saunders,Darlington,Desjoachims,BruceB,GerdauCam,BECK2,Greenfield
2016-01-01,1,-1.08,-0.9,-0.9,-0.93,-1,-1.06,-1.02,-1.08,-1.07,-1.08,-1.07,-1.05,-1.07,-1.06,-1.07
2016-01-01,2,-0.04,0.67,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
2016-01-01,3,-6.15,-2.41,-5.08,-5.26,-5.69,-6.03,-5.8,-6.15,-6.09,-6.15,-6.09,-5.97,-6.09,-6.03,-6.09
2016-01-01,4,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,5,-2.49,1.04,-2.05,-2.13,-2.3,-2.44,-2.34,-2.49,-2.46,-2.49,-2.46,-2.41,-2.46,-2.44,-2.46
2016-01-01,6,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
2016-01-01,7,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,8,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,9,-0.01,54.48,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
2016-01-01,10,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,11,0,54.48,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,12,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,13,2.5,38.87,2.07,2.14,2.31,2.45,2.36,2.5,2.48,2.5,2.48,2.43,2.48,2.45,2.48
2016-01-01,14,9.24,7.64,7.64,7.9,8.56,9.06,8.72,9.24,9.15,9.24,9.15,8.97,9.15,9.06,9.15
2016-01-01,15,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,16,1.46,19.37,1.21,1.25,1.35,1.43,1.38,1.46,1.45,1.46,1.45,1.42,1.45,1.43,1.45
2016-01-01,17,3.72,57.55,3.07,3.18,3.44,3.64,3.51,3.72,3.68,3.72,3.68,3.61,3.68,3.64,3.68
2016-01-01,18,5.04,58.41,4.17,4.31,4.67,4.95,4.76,5.04,4.99,5.04,4.99,4.9,4.99,4.95,4.99
2016-01-01,19,2.97,2.45,2.45,2.54,2.75,2.91,2.8,2.97,2.94,2.97,2.94,2.88,2.94,2.91,2.94
2016-01-01,20,1.45,2.66,1.2,1.24,1.35,1.43,1.37,1.45,1.44,1.45,1.44,1.41,1.44,1.43,1.44
2016-01-01,21,1.44,1.68,1.19,1.23,1.34,1.42,1.36,1.44,1.43,1.44,1.43,1.4,1.43,1.42,1.43
2016-01-01,22,9.51,7.86,7.86,8.13,8.81,9.32,8.97,9.51,9.41,9.51,9.41,9.23,9.41,9.32,9.41
2016-01-01,23,1.69,1.39,1.39,1.44,1.56,1.65,1.59,1.69,1.67,1.69,1.67,1.64,1.67,1.65,1.67
2016-01-01,24,4.13,3.41,3.41,3.53,3.82,4.05,3.89,4.13,4.09,4.13,4.09,4.01,4.09,4.05,4.09
2016-01-02,1,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,2,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,3,0,54.48,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,4,-0.27,54.25,-0.23,-0.23,-0.25,-0.27,-0.26,-0.27,-0.27,-0.27,-0.27,-0.26,-0.27,-0.27,-0.27
2016-01-02,5,-0.01,1.45,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
2016-01-02,6,-0.81,36.63,-0.67,-0.69,-0.75,-0.8,-0.77,-0.81,-0.81,-0.81,-0.81,-0.79,-0.81,-0.8,-0.81
2016-01-02,7,0,18.63,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,8,-0.25,-0.21,-0.21,-0.21,-0.23,-0.25,-0.24,-0.25,-0.25,-0.25,-0.25,-0.24,-0.25,-0.25,-0.25
2016-01-02,9,1.92,1.58,1.58,1.64,1.77,1.88,1.8,1.92,1.9,1.92,1.9,1.86,1.9,1.88,1.9
2016-01-02,10,3.95,3.97,3.27,3.38,3.66,3.87,3.73,3.95,3.91,3.95,3.91,3.84,3.91,3.87,3.91
2016-01-02,11,7.17,5.92,5.92,6.13,6.64,7.03,6.76,7.17,7.1,7.17,7.1,6.96,7.1,7.03,7.1
2016-01-02,12,5.5,4.54,4.54,4.7,5.09,5.39,5.18,5.5,5.44,5.5,5.44,5.33,5.44,5.39,5.44
