\\Hourly Nodal Prices Report,,,,,,,,,,,,,,,,
\\Created at 2021-01-31 08:03:09,,,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,,,
Zones,,Reference,North West,North West,North West,North East,North East,North East,Ottawa,East,Toronto,Essa,Bruce,South West,Niagara,West
Date,Hour,Richview,Atikokan,Pineportage,Thunderbay,Andrews,Canyon,NPIroqfalls,TAOHSC,Saunders,Darlington,Desjoachims,BruceB,GerdauCam,BECK2,Greenfield
2020-01-01,1,-0.05,-0.04,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
2020-01-01,2,-0.12,-0.10,-0.10,-0.10,-0.11,-0.12,-0.11,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12
2020-01-01,3,-0.11,-0.09,-0.09,-0.09,-0.10,-0.11,-0.10,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
2020-01-01,4,-1.13,-0.95,-0.93,-0.97,-1.04,-1.10,-1.07,-1.13,-1.12,-1.13,-1.12,-1.10,-1.13,-1.11,-1.13
2020-01-01,5,-0.74,-0.62,-0.61,-0.64,-0.69,-0.72,-0.71,-0.74,-0.74,-0.74,-0.74,-0.72,-0.74,-0.73,-0.74
2020-01-01,6,-0.15,-0.12,-0.12,-0.13,-0.14,-0.15,-0.14,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
2020-01-01,7,-0.72,-0.61,-0.59,-0.62,-0.67,-0.70,-0.69,-0.72,-0.72,-0.72,-0.72,-0.70,-0.72,-0.71,-0.72
2020-01-01,8,-1.49,-1.25,-1.22,-1.28,-1.38,-1.44,-1.42,-1.49,-1.47,-1.49,-1.47,-1.44,-1.49,-1.46,-1.49
2020-01-01,9,-0.79,-0.67,-0.65,-0.68,-0.73,-0.77,-0.76,-0.79,-0.79,-0.79,-0.79,-0.77,-0.79,-0.78,-0.79
2020-01-01,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,17,0.00,0.00,0.40,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,18,0.49,1.11,1.20,0.42,0.64,0.48,0.47,0.49,0.48,0.49,0.48,0.48,0.49,0.48,0.49
2020-01-01,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,1,-0.53,-0.45,-0.44,-0.46,-0.49,-0.52,-0.50,-0.53,-0.53,-0.53,-0.53,-0.52,-0.53,-0.52,-0.53
2020-01-02,2,-1.73,-1.46,-1.42,-1.49,-1.60,-1.68,-1.65,-1.73,-1.72,-1.73,-1.72,-1.68,-1.73,-1.70,-1.73
2020-01-02,3,-3.00,-2.52,-2.46,-2.59,-2.78,-2.91,-2.86,-3.00,-2.97,-3.00,-2.97,-2.91,-3.00,-2.94,-3.00
2020-01-02,4,-3.00,-2.52,-2.46,-2.59,-2.78,-2.91,-2.86,-3.00,-2.97,-3.00,-2.97,-2.91,-3.00,-2.94,-3.00
2020-01-02,5,-3.00,-2.52,-2.46,-2.59,-2.78,-2.91,-2.86,-3.00,-2.97,-3.00,-2.97,-2.91,-3.00,-2.94,-3.00
2020-01-02,6,-1.66,-1.40,-1.37,-1.44,-1.54,-1.62,-1.59,-1.66,-1.65,-1.66,-1.65,-1.62,-1.66,-1.63,-1.66
2020-01-02,7,0.00,0.00,0.40,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,8,2.48,3.13,3.24,2.14,2.57,2.41,2.36,2.48,2.46,2.48,2.46,2.41,2.48,2.43,2.48
2020-01-02,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,12,0.00,1.06,4.84,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,13,0.00,1.05,4.83,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,14,0.00,1.05,3.62,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,17,0.00,0.00,0.40,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,18,0.00,0.70,0.80,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,19,0.00,0.00,2.81,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
