\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2018-08-30 08:02:56,,,,,,,,
\\For 2007,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2007-01-01,1,27.6,29.6,29.16,32.24,,,
2007-01-01,2,26.68,28.47,28.41,27.81,,,
2007-01-01,3,22.31,26.45,26.09,23.07,,,
2007-01-01,4,25.28,26.88,26.78,17.48,,,
2007-01-01,5,20.89,22.79,22.96,22.78,,,
2007-01-01,6,24.16,23.7,23.47,17.48,,,
2007-01-01,7,24.36,24.18,23.47,20.98,,,
2007-01-01,8,23.26,25.24,24.81,23.13,,,
2007-01-01,9,4.91,21.91,23.61,25.4,,,
2007-01-01,10,4.38,22.3,21.29,22.87,,,
2007-01-01,11,4.45,13.22,17.48,13.22,,,
2007-01-01,12,19.41,13.87,13.87,13.87,,,
2007-01-01,13,27.65,13.19,15,5,,,
2007-01-01,14,30.77,27.58,27.58,17.48,,,
2007-01-01,15,31.17,28.36,27.2,26.01,,,
2007-01-01,16,30.79,30,30,27.2,,,
2007-01-01,17,32.98,34.63,31.02,28.5,,,
2007-01-01,18,30.58,39.39,37.29,29.65,,,
2007-01-01,19,31.36,46.14,46.14,32.05,,,
2007-01-01,20,30.95,46.14,46.1,37.94,,,
2007-01-01,21,35.23,46.21,49.63,36.15,,,
2007-01-01,22,32.61,34.06,34.96,35.17,,,
2007-01-01,23,28.23,31.41,31.41,29.94,,,
2007-01-01,24,29.98,33.58,33.58,31.61,,,
2007-01-02,1,27.08,26.67,27.14,24.37,,,
2007-01-02,2,24.49,25.12,24.8,17.48,,,
2007-01-02,3,17.6,18,17.48,10,,,
2007-01-02,4,22.37,21.85,20.37,10,,,
2007-01-02,5,21.8,22.83,22.51,14.62,,,
2007-01-02,6,30.73,32.15,31.72,29.18,,,
2007-01-02,7,28.85,33.46,32.64,32.05,,,
2007-01-02,8,31.84,40,44,38.02,,,
2007-01-02,9,42.05,39.4,39.4,34.88,,,
2007-01-02,10,36.63,45,41.9,35.79,,,
2007-01-02,11,43.03,43.29,43.29,38,,,
