\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2018-08-30 08:02:56,,,,,,,,
\\For 2004,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2004-01-01,1,30.9,32.82,32.84,35,,,
2004-01-01,2,27.13,32.08,32.1,32.15,,,
2004-01-01,3,25.23,33.55,33.63,30.57,,,
2004-01-01,4,24.29,30,32.32,28,,,
2004-01-01,5,24.42,27.63,28.27,30,,,
2004-01-01,6,26.23,31,31.2,30.62,,,
2004-01-01,7,26.44,30.77,30.77,31.94,,,
2004-01-01,8,20.7,26.03,25.58,25.85,,,
2004-01-01,9,19.87,25,25,25.85,,,
2004-01-01,10,20.64,26.03,29.79,30.74,,,
2004-01-01,11,21.58,31.28,31.13,31.45,,,
2004-01-01,12,26.94,30.36,30,28,,,
2004-01-01,13,28.88,31,31.66,31,,,
2004-01-01,14,23.01,25.99,26.03,31,,,
2004-01-01,15,20.36,25.58,25.55,25.77,,,
2004-01-01,16,20.96,31.38,31.76,27.31,,,
2004-01-01,17,28.84,33.71,33.7,33.21,,,
2004-01-01,18,34.25,42.22,42.22,34.3,,,
2004-01-01,19,34.89,45,45,39.88,,,
2004-01-01,20,32.81,40,40,35.35,,,
2004-01-01,21,32.38,34.03,34.26,34.29,,,
2004-01-01,22,32.91,34.46,41.39,34.26,,,
2004-01-01,23,31.86,33.06,34.6,34.91,,,
2004-01-01,24,28.33,32.91,32.94,33,,,
2004-01-02,1,27.18,30.61,30.69,31.27,,,
2004-01-02,2,25.76,30.05,30.1,30.09,,,
2004-01-02,3,28.02,29.92,30.36,30,,,
2004-01-02,4,25.91,27.31,25.23,28.27,,,
2004-01-02,5,26.46,25.5,25.23,25.23,,,
2004-01-02,6,29,29.66,29.66,29.38,,,
2004-01-02,7,30.45,30.39,30.39,30.27,,,
2004-01-02,8,31.44,31.81,31.6,30.84,,,
2004-01-02,9,32.46,35.92,32.6,31.63,,,
2004-01-02,10,34.46,32.58,33.26,32.06,,,
2004-01-02,11,31.52,32,32.63,34.44,,,
2004-01-02,12,31.1,32.58,35,32.61,,,
2004-01-02,13,30.88,35,35,31.48,,,
2004-01-02,14,30.51,35,35,33.29,,,
2004-01-02,15,30.28,31.88,31.88,31.15,,,
2004-01-02,16,30.42,36.86,36.88,36.89,,,
2004-01-02,17,30.89,49.45,49,39.52,,,
2004-01-02,18,55.19,62,62,68,,,
2004-01-02,19,36.82,53.99,53.99,55.96,,,
2004-01-02,20,52.75,60,60,37.71,,,
2004-01-02,21,32.52,31.39,35,35.6,,,
2004-01-02,22,36,31.4,39.69,35.2,,,
2004-01-02,23,32.2,31,30.95,30.88,,,
2004-01-02,24,30.77,33.95,33.95,29.89,,,
2004-01-03,1,30.04,29.96,30.33,27.57,,,
2004-01-03,2,30.04,29.95,30,29.91,,,
2004-01-03,3,28.69,28.66,28.66,26,,,
2004-01-03,4,26.29,26.67,28.29,22.66,,,
2004-01-03,5,26.74,28.11,29.62,26.09,,,
2004-01-03,6,25.94,28.68,29.69,29.66,,,
2004-01-03,7,28.48,30.22,31.27,30.72,,,
2004-01-03,8,29.98,31.18,31.57,32.07,,,
2004-01-03,9,29.46,34.34,34.01,31.72,,,
2004-01-03,10,29.1,31.9,38.88,34.67,,,
2004-01-03,11,28.86,30.6,30.74,37.33,,,
2004-01-03,12,29.2,30.41,30.31,30.38,,,
2004-01-03,13,29.5,29.85,30.29,30.39,,,
2004-01-03,14,29.13,29.75,30,30.24,,,
2004-01-03,15,29.11,29.51,29.98,29.95,,,
2004-01-03,16,28.94,29.77,29.99,30,,,
2004-01-03,17,30.37,31.46,31.48,32.26,,,
2004-01-03,18,50.86,32.64,34.99,32.59,,,
2004-01-03,19,30.09,29.84,30.18,31.1,,,
2004-01-03,20,29.5,31.18,31.2,29.84,,,
2004-01-03,21,29.71,29.66,29.82,30.73,,,
2004-01-03,22,29.67,29.83,29.84,29.67,,,
2004-01-03,23,29.4,30,30,29.84,,,
2004-01-03,24,28.61,30.02,30.73,30.2,,,
2004-01-04,1,27.41,30,30,29.66,,,
2004-01-04,2,26.2,28.58,28.56,28.54,,,
2004-01-04,3,24.84,26.99,27.44,26.93,,,
2004-01-04,4,24.77,25.82,26,27.22,,,
2004-01-04,5,24.93,25.02,25.69,23.07,,,
2004-01-04,6,24.67,25.02,27.77,27.38,,,
2004-01-04,7,28.12,29.26,29.24,29.35,,,
2004-01-04,8,27.31,28.47,28.82,29.32,,,
2004-01-04,9,27.28,28.57,28.57,28.6,,,
2004-01-04,10,29.09,29.51,29.31,29.34,,,
2004-01-04,11,29.52,30.73,30.12,30,,,
2004-01-04,12,30.73,30.89,30.98,30,,,
2004-01-04,13,30.09,30.16,30.61,30.54,,,
2004-01-04,14,30.12,35,35,30.16,,,
2004-01-04,15,29.9,29.87,30.3,30,,,
2004-01-04,16,30.52,30.82,30.82,32.41,,,
2004-01-04,17,35.09,41.06,38.47,39.16,,,
2004-01-04,18,64.89,43.12,42.52,38.86,,,
2004-01-04,19,57.77,50.58,36.77,35.38,,,
2004-01-04,20,33.54,36.9,35.58,33.09,,,
2004-01-04,21,34.16,41.2,41.2,35.31,,,
2004-01-04,22,32.43,36.84,37.23,38.47,,,
2004-01-04,23,31.27,35.47,35.41,34.5,,,
2004-01-04,24,29.71,30.56,30.63,34.86,,,
2004-01-05,1,29.57,30.06,30.45,29.5,,,
2004-01-05,2,29.16,29.94,30.18,30.09,,,
2004-01-05,3,28.53,29.38,29.54,29.37,,,
2004-01-05,4,28.22,28.21,29,28.94,,,
2004-01-05,5,28.5,28.67,29.52,29.04,,,
2004-01-05,6,30.51,34.31,32.93,30.16,,,
2004-01-05,7,32.9,40,40,32.65,,,
2004-01-05,8,52.48,51,40.02,45.44,,,
2004-01-05,9,52.37,55.07,51,37.57,,,
2004-01-05,10,54.73,61.4,61.4,54.78,,,
2004-01-05,11,59.49,75.29,74.22,79.32,,,
2004-01-05,12,47.38,39.93,60,70,,,
2004-01-05,13,51.34,48.33,55,55,,,
2004-01-05,14,35.65,60,61.4,58,,,
2004-01-05,15,68.43,60,65,75,,,
2004-01-05,16,34.19,59.23,55,79.32,,,
2004-01-05,17,33.53,85.47,80.31,76.33,,,
2004-01-05,18,55.07,94.16,94.82,96.82,,,
2004-01-05,19,50.84,90,90,93.95,,,
2004-01-05,20,38.55,63.01,80,87,,,
2004-01-05,21,32.77,61.4,61.4,87,,,
2004-01-05,22,31.72,60,61.4,61.4,,,
2004-01-05,23,30.94,35.85,35,60,,,
2004-01-05,24,29.4,61.4,61.4,62,,,
2004-01-06,1,29.33,32.29,33.3,31.07,,,
2004-01-06,2,28.83,31.26,31.27,32.4,,,
2004-01-06,3,28.29,29.6,29.81,29.77,,,
2004-01-06,4,28.27,29.15,29.51,29.69,,,
2004-01-06,5,28.12,29.07,29.09,30.01,,,
2004-01-06,6,28.33,29.72,29.68,30.37,,,
2004-01-06,7,30.18,34.49,34.58,33.64,,,
2004-01-06,8,37.69,35.83,34.92,33.68,,,
2004-01-06,9,58.37,35.47,35.47,34.35,,,
2004-01-06,10,39.75,55,48.31,45,,,
